statement,label
"Anheuser-Busch InBev operates in the industry of food, drink & tobacco.",1
The Home Depot is the world's largest home improvement specialty retailer..,1
"Alibaba Group engages in the manufacture and sale of automobiles, motorcycles and power products..",0
Chevron has headquarters in Germany.,0
Banco Bradesco operates in the industry of banking.,1
UnitedHealth Group operates in the industry of Diversified Financials.,0
"Caterpillar engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives..",1
Agricultural Bank of China operates in the industry of banking.,1
CVS Health operates in the industry of retailing.,1
UnitedHealth Group has headquarters in Hong Kong.,0
Ping An Insurance (Group) Company of China has headquarters in France.,0
"Ford Motor engages in the manufacture, distribution and sale of automobiles..",1
PNC Financial Services operates in the industry of Aerospace & Defense.,0
BNP Paribas engages in the provision of banking and financial services..,1
"Volkswagen Group operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",0
AbbVie (ABBV) has headquarters in United States.,1
Generali Group engages in the provision of insurance and financial products..,1
Taiwan Semiconductor Manufacturing Company operates in the industry of Chemicals.,0
Sony operates in the industry of Banking.,0
Abbott Laboratories has headquarters in United States.,1
Wells Fargo has headquarters in United States.,1
Stellantis has headquarters in United States.,0
Oracle operates in the industry of Consumer Durables.,0
Industrial Bank has headquarters in China.,1
CVS Health has headquarters in Canada.,0
Exxon Mobil operates in the industry of Household & Personal Products.,0
Enbridge operates in the industry of Insurance.,0
"Pfizer engages in the discovery, development, manufacturing, marketing, distribution, and selling of biopharmaceutical products worldwide..",1
Thermo Fisher Scientific has headquarters in South Korea.,0
AT&T engages in business of product trading and business investment activities..,0
Mitsubishi UFJ Financial Group has headquarters in Canada.,0
Volkswagen Group operates in the industry of consumer durables.,1
Reliance Industries operates in the industry of Semiconductors.,0
JPMorgan Chase operates as a holding company that engages in the management of its group companies..,0
Fubon Financial engages in the provision of financial services..,1
Generali Group has headquarters in Italy.,1
ArcelorMittal has headquarters in Canada.,0
"Barclays operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services..",1
Postal Savings Bank of China has headquarters in United States.,0
MetLife has headquarters in United States.,1
Capital One operates as a financial holding company that engages in the provision of financial products and services..,1
Itochu engages in business of product trading and business investment activities..,1
Deere & Company has headquarters in United States.,1
"Goldman Sachs Group engages in global investment banking, securities and investment management, which provides financial services..",1
Toyota Motor operates in the industry of Banking.,0
Anthem engages in the provision of products and services that address all aspects of corporate information technology environments..,0
Sumitomo Mitsui Financial operates in the industry of banking.,1
LVMH Moet Hennessy Louis Vuitton operates in the industry of household & personal products.,1
"Munich Reinsurance engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",0
"Broadcom engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity..",0
Public Joint Stock Company Gazprom operates in the industry of oil & gas operations.,1
Nestle has headquarters in Switzerland.,1
"IBM is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes..",1
MetLife has headquarters in Australia.,0
Target has headquarters in United States.,1
Iberdrola operates in the industry of Banking.,0
"KDDI engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals..",0
SAP has headquarters in Germany.,1
Postal Savings Bank of China has headquarters in China.,1
China State Construction Engineering has headquarters in China.,1
"Univlever engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories..",1
Lloyds Banking Group operates in the industry of Consumer Durables.,0
"Shell engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",0
Prudential Financial has headquarters in United States.,1
"General Motors engages in the designing, manufacturing, and selling of cars, trucks and automobile parts..",1
Pfizer has headquarters in United States.,1
Nippon Telegraph & Telephone is a holding company that engages in the provision of telecommunication services..,1
"Meta Platforms operates in the industry of Food, Drink & Tobacco.",0
China Telecom engages in the provision of telecommunication services..,1
Walt Disney is a diversified international family entertainment and media enterprise..,1
BHP Group has headquarters in Australia.,1
Nestle has headquarters in Mexico.,0
Intel has headquarters in Russia.,0
Nippon Telegraph & Telephone engages in the provision of banking and financial services..,0
Goldman Sachs Group operates in the industry of diversified financials.,1
ENGIE operates in the industry of Drugs & Biotechnology.,0
ConocoPhillips operates in the industry of Semiconductors.,0
Barclays operates in the industry of Retailing.,0
"Bristol Myers Squibb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",1
Amazon.com engages in the manufacture of luxury goods..,0
"Target is a holding company, which engages in the provision of financial services..",0
"Nestle engages in the production and distribution of cars, trucks and vans..",0
"Ford Motor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products..",0
Bank of China has headquarters in China.,1
Stellantis has headquarters in Netherlands.,1
"Sony engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets..",1
Anthem has headquarters in United States.,1
IBM has headquarters in United States.,1
Eni has headquarters in Switzerland.,0
Japan Post Holdings has headquarters in United States.,0
"HCA Healthcare is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers..",1
Citigroup is a holding company that engages in the provision of financial products and services..,1
"Mitsui engages in the designing, manufacturing, and selling of cars, trucks and automobile parts..",0
GlaxoSmithKline has headquarters in Germany.,0
VINCI operates in the industry of Insurance.,0
"UnitedHealth Group engages in the provision of healthcare coverage, software and data consultancy services..",1
"Airbus Group engages in the design, manufacture, delivery and provision of aerospace products, space and related services..",1
